event_id,timestamp,host,user,event_type,result,src_ip,details
09275982-1ecd-4fc7-824a-7a018b0e7daa,2025-10-30T12:47:02.233110,vm-ubuntu-1,arjun.singh,authentication,success,10.0.123.75,
1b2eef89-183c-4dc5-8a3f-863ca3b575ac,2025-11-01T00:53:07.233110,vm-ubuntu-1,saanvi.kumar,authentication,success,10.0.245.157,
d22f9a67-8a06-45c7-8f78-d52bae4cd4b2,2025-11-04T03:26:05.233110,web01,sneha.reddy,authentication,success,10.0.233.79,
0366610f-01c3-4615-b344-1f5b9eb064f5,2025-10-31T21:07:42.233110,web01,vihaan.sharma,authentication,success,10.0.23.168,
0f45e627-63a2-44ac-98d1-f6cc883906e4,2025-11-01T10:57:15.233110,auth01,ishaan.reddy,authentication,failure,10.0.83.43,
fdab803f-729e-4b32-8d85-88fbbc074fc6,2025-11-02T16:44:26.233110,vm-ubuntu-1,ishaan.khan,authentication,failure,192.168.244.137,
5def40f4-e031-4fde-abc4-5730426cb6a6,2025-11-04T11:36:47.233110,web01,saanvi.iyer,authentication,success,10.0.241.3,
76b43d45-4f13-4272-9d5d-bc2e1611a9e6,2025-10-30T23:31:14.233110,web01,ishaan.singh,authentication,success,10.0.111.247,
383be007-d3ed-4e2e-9123-3d7f6203b556,2025-11-02T12:08:57.233110,app02,arjun.iyer,authentication,success,10.0.189.155,
17f30c1d-9385-4d16-9916-cb174d128254,2025-11-01T17:57:23.233110,web01,ananya.kumar,authentication,success,10.0.204.193,
08940ef7-dd1f-4bee-b990-4555e6007871,2025-11-04T08:11:18.233110,vm-ubuntu-1,ananya.patel,authentication,success,10.0.94.157,
e2ad9f27-131c-4618-a43f-62636f0a5a58,2025-10-30T12:21:17.233110,web01,saanvi.kumar,authentication,success,10.0.108.166,
0f5a3a1e-235a-4db7-90a3-41665e87b517,2025-11-02T08:14:05.233110,app02,priya.kumar,authentication,failure,10.0.251.116,
99dd9c97-52e8-4a85-8fe5-26e3e2af84cd,2025-10-30T21:40:30.233110,app02,sneha.patel,authentication,success,10.0.177.247,
dfaf9603-a086-4d0f-8f57-0ef09f435ff4,2025-11-01T22:58:42.233110,db01,ishaan.reddy,authentication,success,10.0.202.47,
ff5666e1-8698-4ff8-bb5f-8359a167a1ef,2025-11-02T07:42:02.233110,app02,vihaan.patel,authentication,success,10.0.59.236,
cc4a7a1a-e434-435a-b0e5-0868fff1f6d0,2025-10-30T11:21:17.233110,vm-ubuntu-1,vihaan.patel,authentication,success,10.0.75.53,
b71da828-c485-4421-bf9c-3f93cdc632ba,2025-10-31T19:32:48.233110,vm-ubuntu-1,ananya.kumar,authentication,success,10.0.115.185,
d3554d30-1daa-44da-be92-10931db1075c,2025-10-29T20:31:32.233110,app02,aarav.kumar,authentication,success,10.0.122.51,
23afd16e-8679-4445-ba75-051aba7925bd,2025-11-02T11:56:31.233110,vm-ubuntu-1,kavya.iyer,authentication,failure,10.0.110.218,
a9bc3e2d-ab7c-4f55-8516-8e9a46cdf48e,2025-11-05T13:29:40.233110,app02,ishaan.iyer,authentication,success,10.0.207.4,
1c238135-3df5-4622-914c-6e7b71101411,2025-10-30T06:17:14.233110,web01,vihaan.singh,authentication,failure,10.0.186.207,
23539deb-731a-44b9-b2d1-dcd7d8a86cc0,2025-10-29T23:41:47.233110,auth01,priya.singh,authentication,failure,10.0.119.130,
b79d58c4-05f3-45d6-a9a5-06877af842ae,2025-11-01T01:24:14.233110,web01,vihaan.reddy,authentication,success,10.0.135.126,
47c0c903-d111-4ba2-8fcc-6bda35987033,2025-11-03T02:05:44.233110,auth01,priya.kumar,authentication,failure,203.0.113.150,
507d241a-1fbc-4e11-b914-f8856327bfb7,2025-10-30T03:28:11.233110,app02,priya.sharma,authentication,success,10.0.127.203,
50ca09b4-d71c-420a-8056-1c969bc788b0,2025-11-03T00:30:54.233110,vm-ubuntu-1,arjun.iyer,authentication,success,10.0.29.223,
8ae2699d-d502-4f49-9aba-649238a3c772,2025-10-29T22:29:46.233110,web01,arjun.iyer,authentication,success,10.0.98.53,
cb58b3aa-9c64-4a34-b74f-041bd84c558a,2025-11-01T15:08:27.233110,vm-ubuntu-1,sneha.sharma,authentication,success,10.0.95.57,
295841e9-c218-4341-82b5-efb21a91b3e9,2025-11-02T00:29:45.233110,app02,saanvi.kumar,authentication,success,10.0.185.201,
e284f786-4c00-4afd-8633-a0ff335547b8,2025-11-04T16:49:36.233110,web01,ishaan.khan,authentication,failure,10.0.215.193,
dd0e7c7e-02a6-48e3-a5e6-e07899dde21c,2025-10-31T17:10:35.233110,vm-ubuntu-1,priya.patel,authentication,success,10.0.25.98,
d321254e-7f47-45be-ae2f-469a6fc7bc48,2025-11-04T07:00:25.233110,db01,arjun.reddy,authentication,success,10.0.65.65,
9002420a-28b8-40cb-805f-5f4c8e95ac4d,2025-10-31T08:49:05.233110,auth01,ishaan.singh,authentication,success,192.168.224.172,
c9bade5e-cf69-44c4-bab0-64453e73eb06,2025-10-29T18:53:32.233110,web01,ishaan.khan,authentication,success,10.0.73.206,
cc453ba0-a45c-4edb-ba03-2af75045f191,2025-11-02T07:47:14.233110,web01,ishaan.singh,authentication,success,10.0.149.147,
34401c4f-b85d-4357-ba16-717ef0f2053d,2025-11-01T01:42:27.233110,vm-ubuntu-1,sneha.sharma,authentication,success,10.0.129.19,
88a8baf2-4744-49a5-8797-58e5272f48bb,2025-10-30T00:44:49.233110,web01,ananya.reddy,authentication,failure,10.0.254.254,
021399b6-2d83-46b9-a4a2-f3f20b2f8342,2025-10-30T02:19:24.233110,auth01,saanvi.sharma,authentication,success,10.0.158.72,
ccbbd15b-51e1-4cc5-a2b1-5a1e42cbc3d1,2025-10-30T05:54:29.233110,app02,vihaan.iyer,authentication,failure,192.168.126.122,
080f2034-4bc6-46a7-9a39-7df9c171af86,2025-11-05T05:36:46.233110,db01,kavya.khan,authentication,success,10.0.120.181,
d3715620-7a7a-452c-a6b3-d69972269e2a,2025-11-04T14:40:57.233110,auth01,aarav.khan,authentication,success,10.0.127.85,
ca957719-2618-4902-b428-5f0e59e021a5,2025-11-02T22:43:55.233110,db01,priya.patel,sudo,success,10.0.102.80,command=apt update
b9730b7d-73f1-4eac-9e1b-8ce0ccb9761b,2025-10-30T16:37:38.233110,app02,saanvi.iyer,authentication,failure,10.0.138.145,
b303194f-8283-49c0-90d0-9aeba95f3a54,2025-11-05T13:22:32.233110,auth01,aarav.patel,authentication,failure,10.0.114.148,
71d77c8a-8701-40af-90fe-2d410244bc21,2025-11-03T18:38:53.233110,auth01,ananya.sharma,authentication,success,10.0.26.220,
855524d3-fed4-4aa9-a8cb-97bdf142e50f,2025-11-03T14:18:47.233110,app02,ishaan.patel,authentication,failure,192.168.245.193,
bf9effd8-041e-426d-a281-9357aa73d0ad,2025-10-31T11:08:51.233110,app02,saanvi.singh,authentication,success,10.0.174.250,
c967b5d7-44e5-4313-8e5e-8b6dcc845ce4,2025-10-30T23:08:20.233110,auth01,ishaan.khan,authentication,success,10.0.94.157,
c09bc414-e068-4571-845c-043e7de1ef8d,2025-11-01T11:08:44.233110,db01,sneha.singh,authentication,failure,192.168.77.27,
783364da-5e5a-4c22-8407-9c8561f38a36,2025-11-04T18:59:53.233110,vm-ubuntu-1,rohan.reddy,authentication,success,10.0.25.181,
2734b476-a0a6-4f42-8d0c-725486ac9ad4,2025-10-31T03:30:33.233110,web01,priya.khan,authentication,success,10.0.128.121,
b20d60da-2238-4460-809a-1c06215722bf,2025-11-01T08:09:01.233110,app02,vihaan.singh,authentication,success,10.0.13.197,
00474065-0cfa-4574-95df-eb005c60baa1,2025-11-02T20:57:51.233110,web01,aarav.khan,authentication,success,10.0.124.28,
ee314a07-6e0d-429a-8684-870055bc095e,2025-11-02T04:00:50.233110,db01,rohan.patel,sudo,success,10.0.239.112,command=apt update
1b026ae6-ef43-434b-88b6-604afba668e2,2025-11-02T00:56:20.233110,app02,vihaan.khan,authentication,success,10.0.193.208,
7b31d292-8985-418e-9a8f-6961cfcbd519,2025-11-01T22:18:29.233110,vm-ubuntu-1,sneha.sharma,authentication,success,10.0.250.193,
2f2a9c08-0207-4251-af00-004f4b07233e,2025-11-04T08:52:16.233110,db01,saanvi.khan,authentication,success,10.0.180.200,
c213e16d-ce4b-4ea3-b53b-c7b3150aa943,2025-10-30T06:45:06.233110,web01,kavya.patel,authentication,success,10.0.90.149,
fadfda84-a3ac-4e4b-9ab0-587fbbd967fc,2025-11-03T02:22:19.233110,vm-ubuntu-1,kavya.sharma,authentication,failure,192.168.51.96,
8779d041-6645-4d2d-bbd2-0730429a3442,2025-10-30T21:28:43.233110,app02,arjun.singh,authentication,success,10.0.12.71,
fd863ba1-92d4-4928-bd6c-46ec4b351798,2025-11-04T23:27:28.233110,app02,aarav.kumar,authentication,failure,192.168.11.24,
13d57142-be9c-4ac0-ae50-0589ddd4af1b,2025-11-04T22:39:41.233110,web01,sneha.iyer,authentication,success,10.0.224.197,
bcbf60ef-80d9-4fcb-b46a-bc8c4c659ff0,2025-11-03T23:44:43.233110,web01,ananya.iyer,authentication,success,10.0.91.174,
75a4c696-8b51-4897-89fa-7532de4f8db5,2025-11-05T07:53:55.233110,auth01,ishaan.patel,authentication,success,10.0.22.196,
a835ccaf-2760-42a8-91cb-4a059180bed7,2025-10-30T15:04:47.233110,app02,aarav.patel,authentication,failure,10.0.233.197,
1e90edf2-9e10-4e08-9f6f-13302192b159,2025-11-01T20:14:23.233110,web01,arjun.kumar,authentication,failure,192.168.21.203,
a1c9b504-4bcc-4580-9147-1f4ae6dd1efa,2025-11-04T04:29:51.233110,db01,priya.khan,authentication,success,10.0.186.34,
d6eb85cc-8d8d-4fa0-b0a9-b55cc5f52792,2025-11-01T06:07:48.233110,vm-ubuntu-1,sneha.sharma,authentication,failure,10.0.88.48,
2497d58c-26ea-4ee3-b0c5-39b6d36763b6,2025-10-31T18:50:28.233110,auth01,aarav.kumar,authentication,failure,10.0.115.238,
d94edf4a-75f3-48f9-8cf5-d2554b3a0533,2025-10-30T22:47:36.233110,web01,rohan.khan,authentication,success,10.0.76.105,
12254b93-0c30-4f1c-a151-bdbdce50915e,2025-11-04T19:52:46.233110,auth01,kavya.sharma,authentication,success,10.0.191.26,
fe4d5f42-8b82-434b-8548-14fe4b3f57b5,2025-11-04T08:28:29.233110,vm-ubuntu-1,ishaan.sharma,authentication,failure,192.168.55.59,
b9acf3bb-bc58-4115-b656-6cee44282d1f,2025-11-04T14:02:00.233110,db01,aarav.kumar,authentication,success,10.0.57.156,
2a338135-b89d-4b07-b000-00899bbfdea6,2025-10-30T02:41:39.233110,auth01,sneha.khan,authentication,success,10.0.169.99,
7a630a9d-2bc9-45ab-b3c9-db0a79a46375,2025-11-03T11:12:43.233110,auth01,priya.singh,authentication,success,10.0.21.92,
b8f10a01-b4f5-474c-a63c-f2e762ec6f9d,2025-10-30T08:11:06.233110,web01,priya.patel,authentication,success,10.0.26.120,
a337af60-8bbf-407c-9703-58d192c1715c,2025-11-03T11:05:02.233110,web01,ishaan.patel,authentication,failure,10.0.208.54,
1435176e-dd43-416d-801f-100b8d1b43ab,2025-11-01T16:23:19.233110,web01,priya.kumar,authentication,success,10.0.224.79,
e72f6323-f4f6-470e-872d-e8039bce5131,2025-11-04T08:18:32.233110,vm-ubuntu-1,ananya.kumar,authentication,success,10.0.235.22,
cbed5208-0e15-4ea7-bf59-60ad038b1e31,2025-11-04T08:07:08.233110,app02,ishaan.patel,authentication,failure,192.168.34.197,
adfd5088-1e83-4ed2-911e-d14b1ea829b0,2025-10-31T05:11:34.233110,app02,priya.sharma,authentication,success,10.0.12.150,
5ddffb0f-8023-4497-947a-5d63be38ff0c,2025-11-01T18:54:21.233110,db01,aarav.kumar,authentication,success,10.0.144.120,
20afe5ad-035f-4409-af11-47e54564fa66,2025-11-03T23:09:43.233110,app02,ananya.iyer,authentication,success,10.0.191.126,
998ec83d-730d-4bb3-9dc6-88e54a97c7bb,2025-11-04T00:17:39.233110,vm-ubuntu-1,kavya.iyer,authentication,failure,192.168.70.218,
df43b636-a287-4131-b915-e00922d10c94,2025-11-04T16:10:46.233110,db01,priya.sharma,authentication,success,10.0.71.243,
88a14e03-0e7d-47e9-95a0-39e4368ac7be,2025-10-30T18:15:45.233110,web01,vihaan.khan,authentication,success,10.0.157.33,
fd6326b1-df49-4e7d-aa23-fdb0528da2eb,2025-10-31T00:22:08.233110,web01,ishaan.kumar,authentication,success,10.0.228.173,
0f026590-595b-4fec-9331-b70bf1a9a8a8,2025-10-30T12:56:42.233110,auth01,sneha.iyer,authentication,success,10.0.55.138,
42756945-9a3d-4b6e-ad09-21d89464557f,2025-11-02T20:26:35.233110,app02,rohan.iyer,authentication,success,10.0.225.179,
1628833a-cc90-4ac1-a22f-12a36989c349,2025-11-01T08:12:05.233110,app02,priya.kumar,authentication,success,10.0.49.148,
b56de733-51eb-4d39-bb8f-216f28b8601a,2025-11-02T16:25:10.233110,auth01,saanvi.singh,authentication,success,10.0.103.198,
2602f53b-4d46-4cff-b3a7-c95456f5472a,2025-11-04T21:39:07.233110,app02,saanvi.sharma,authentication,success,10.0.107.126,
07528ae5-54c3-4134-ab2c-6a77f601d2f0,2025-11-04T03:28:32.233110,auth01,ananya.khan,authentication,success,10.0.235.90,
6b1dc406-e44d-4300-a285-998c90d048f0,2025-11-03T17:47:49.233110,app02,ishaan.singh,authentication,success,10.0.162.174,
6df6e3e7-af48-4f07-91fd-fa67a4fa4f3c,2025-11-01T16:12:44.233110,vm-ubuntu-1,sneha.khan,authentication,success,10.0.220.53,
66cdb52e-44ce-4788-b971-97bfe962ff09,2025-11-03T00:18:40.233110,db01,ananya.reddy,authentication,success,10.0.42.55,
1f8b8d66-e9c0-4534-adf2-15fdcc437ffa,2025-11-03T15:51:54.233110,db01,vihaan.iyer,authentication,success,10.0.41.169,
fbbe0885-ebc4-49f2-876d-56ddfcc1a9f3,2025-11-04T23:34:16.233110,vm-ubuntu-1,rohan.kumar,authentication,success,10.0.116.78,
09ac480d-b591-4f7a-a895-6af475dd7014,2025-11-01T23:24:00.233110,auth01,ananya.patel,authentication,success,10.0.2.169,
dbc86029-02de-4e3f-a496-bb93b3576376,2025-10-31T20:37:45.233110,vm-ubuntu-1,priya.singh,sudo,success,10.0.200.111,command=apt update
c3ac4847-af70-4206-b1b4-a011eb4b5988,2025-11-03T13:33:52.233110,vm-ubuntu-1,vihaan.singh,authentication,success,10.0.48.169,
752fbdde-d97a-4d65-9719-9057c1f56d18,2025-10-31T15:54:32.233110,vm-ubuntu-1,arjun.iyer,authentication,success,10.0.39.35,
cde24a5c-dd44-499b-b1e1-e48670c1a030,2025-11-04T10:56:26.233110,web01,kavya.iyer,authentication,failure,10.0.158.39,
3fddcd82-cc00-4b9e-b040-13aba30774d7,2025-10-30T22:12:32.233110,auth01,aarav.iyer,authentication,failure,192.168.133.164,
95bd5caf-363c-4e28-9b74-12c9c0c8368c,2025-11-02T07:42:12.233110,db01,ishaan.iyer,authentication,success,10.0.152.119,
a5518f20-65de-402c-a174-c35fc56d616e,2025-10-31T01:16:49.233110,db01,arjun.sharma,authentication,success,10.0.104.207,
841ed1a6-def8-417f-98ae-e42499cf9666,2025-11-02T13:23:19.233110,web01,sneha.iyer,authentication,success,10.0.54.114,
9bbc9e31-5f7d-4b35-bbfd-4431b255a8cc,2025-10-30T01:27:13.233110,auth01,vihaan.patel,authentication,success,10.0.159.169,
c767ace9-342a-4f2a-b303-43f37ba8d3f7,2025-11-01T01:54:09.233110,app02,vihaan.khan,authentication,success,10.0.149.202,
60d4b228-4eca-404a-a11d-ddd74fb0035b,2025-11-04T04:41:28.233110,vm-ubuntu-1,priya.khan,authentication,failure,10.0.164.21,
98517242-885c-4a1b-ac80-b14aa5c0def6,2025-10-30T05:11:32.233110,db01,saanvi.patel,authentication,failure,192.168.130.114,
c10d09d0-d8e7-44f3-943c-3a2a21ed1881,2025-11-03T03:25:48.233110,auth01,sneha.kumar,authentication,success,10.0.221.142,
6754a326-ce85-4ccc-b05d-c1b3f1045cb0,2025-10-29T22:02:22.233110,web01,ananya.sharma,authentication,success,10.0.235.31,
ec457964-bd58-411c-b168-cef57a6232e1,2025-11-02T07:41:51.233110,auth01,ishaan.patel,authentication,success,10.0.129.209,
5bff3999-64bb-466f-a87f-d5b78bcedd89,2025-10-31T11:30:46.233110,vm-ubuntu-1,vihaan.reddy,authentication,success,10.0.235.59,
9d01448c-02fe-4599-b15b-fcdfdeabff38,2025-10-30T02:45:27.233110,db01,priya.reddy,authentication,success,10.0.29.37,
7d2dc6d4-0cc3-4e68-924b-c29fd1cd9f51,2025-11-03T11:26:26.233110,vm-ubuntu-1,kavya.khan,authentication,success,10.0.69.118,
e0e27e3c-5f81-4355-b48c-3673104bc3a2,2025-11-01T04:15:47.233110,auth01,ananya.reddy,authentication,success,10.0.184.217,
c1f6e9b7-74b8-4daf-9652-faa686cc48e4,2025-11-03T18:39:45.233110,auth01,ishaan.kumar,authentication,success,10.0.232.133,
1cdc9f7a-49a0-44f8-a4f9-2d345800a60a,2025-10-31T16:34:01.233110,web01,rohan.iyer,authentication,success,10.0.93.171,
46336f84-1384-47ad-867b-fc14aeda1ea3,2025-11-02T12:54:13.233110,web01,ishaan.sharma,authentication,success,10.0.243.120,
6eead77c-82b8-4c22-9480-71c742450406,2025-11-01T14:43:26.233110,vm-ubuntu-1,priya.patel,authentication,success,10.0.21.240,
4a794498-2725-4ce8-9db4-0892681d99b3,2025-10-31T08:25:05.233110,auth01,sneha.sharma,authentication,failure,192.168.197.191,
bfafee26-db52-45dd-82e6-75788de24562,2025-11-04T22:48:50.233110,db01,vihaan.patel,sudo,success,10.0.171.166,command=apt update
0fb9e17e-e084-44c3-af1e-2c62c65ad41d,2025-10-30T04:51:05.233110,db01,saanvi.singh,authentication,success,10.0.82.64,
a342c28d-9cee-4997-a32d-ea7a82625db4,2025-11-02T20:56:02.233110,app02,saanvi.khan,authentication,success,10.0.130.22,
a1573f63-4f05-45bd-9fd4-01c1a7c6b897,2025-11-05T02:13:03.233110,app02,sneha.sharma,authentication,success,10.0.202.140,
e945a7a0-da38-4a8b-b06d-eb53ba033845,2025-10-31T10:34:06.233110,auth01,arjun.iyer,authentication,failure,192.168.30.74,
614e558a-33bf-4180-b328-b22774908512,2025-11-05T10:04:15.233110,vm-ubuntu-1,sneha.patel,authentication,success,10.0.38.42,
126dce34-2514-4e50-b025-66702f56ec6e,2025-11-01T01:31:29.233110,vm-ubuntu-1,priya.khan,authentication,success,10.0.147.241,
308b70df-ac92-4884-9728-58db5084bdd5,2025-11-03T17:47:47.233110,auth01,kavya.reddy,sudo,success,10.0.16.111,command=apt update
c899ed2e-548a-44c0-b700-ffd5b4eb2337,2025-10-31T11:46:07.233110,app02,rohan.reddy,authentication,success,10.0.95.125,
28a7a523-adba-4bf9-af55-c32cd8cf4c25,2025-11-02T09:24:34.233110,db01,saanvi.khan,authentication,success,10.0.131.32,
a41524cd-460b-4a7c-a2bc-0c89620d11cd,2025-11-03T02:13:22.233110,vm-ubuntu-1,aarav.iyer,authentication,success,10.0.130.123,
8e70cc43-25ec-4cf5-9cf1-2c1bf0a0c2ca,2025-11-02T00:44:57.233110,app02,ananya.patel,authentication,success,10.0.49.159,
f92c8d02-7b82-433c-8a18-ff356132d741,2025-11-02T06:10:58.233110,vm-ubuntu-1,arjun.kumar,authentication,failure,10.0.78.223,
5484ce37-9eb5-4b54-8b86-638c200affaf,2025-10-30T13:24:39.233110,web01,arjun.khan,authentication,success,10.0.171.21,
173b053c-3279-498a-a225-4f19901a66d2,2025-11-03T04:30:44.233110,web01,rohan.reddy,authentication,failure,10.0.247.211,
22d7785f-536b-4a41-badc-677b48ab1acc,2025-10-30T09:18:02.233110,web01,aarav.khan,authentication,success,10.0.151.248,
47c98786-61bd-4eee-b4ce-768406ef8048,2025-11-05T13:16:57.233110,app02,kavya.khan,authentication,success,10.0.217.32,
9cfe87cf-5075-4934-aab3-2ce3c44c9217,2025-11-05T04:35:39.233110,db01,rohan.patel,authentication,failure,10.0.51.119,
05b07e8e-b97e-4de7-a091-6316dcf8afd9,2025-11-01T14:04:58.233110,db01,saanvi.reddy,authentication,success,10.0.230.23,
f66740cc-da35-4c63-b064-2b1d20bd96ec,2025-11-03T07:03:09.233110,web01,priya.iyer,authentication,success,10.0.224.209,
29f20327-782b-4c01-bc35-a6c2b4726618,2025-11-02T08:58:40.233110,db01,kavya.sharma,authentication,success,10.0.36.167,
7dfb473a-988c-4148-b607-d80d253d36e1,2025-11-01T21:43:39.233110,vm-ubuntu-1,rohan.singh,authentication,success,10.0.200.211,
3139b0bc-6aa6-4fd3-928a-4a50e541a44e,2025-10-30T08:41:14.233110,db01,ananya.reddy,authentication,success,10.0.100.165,
99b0c89a-9002-46d3-8c00-4658824cf0f7,2025-11-04T23:03:54.233110,app02,ishaan.singh,authentication,failure,192.168.242.31,
159e1ef7-6c9f-47b3-badd-92adca1c5c8f,2025-10-30T05:27:45.233110,auth01,saanvi.reddy,authentication,success,10.0.157.216,
e812899b-0be8-4476-85fc-7a9e4c315e39,2025-10-29T19:15:57.233110,db01,arjun.singh,authentication,success,10.0.105.102,
51d65e3e-fcb9-410b-826d-d7d4159b376b,2025-11-03T15:36:20.233110,vm-ubuntu-1,ananya.reddy,authentication,failure,10.0.183.93,
a4349e9d-de83-41c7-a259-403660df7031,2025-10-30T15:38:05.233110,db01,priya.kumar,authentication,success,10.0.184.221,
5a072615-3e4f-42c8-8aac-29898ce97a5a,2025-10-29T16:19:25.233110,web01,rohan.iyer,authentication,success,10.0.198.151,
c479f5bb-50fd-4d47-a1cf-f20d0a20dcbd,2025-11-04T19:02:58.233110,auth01,vihaan.khan,authentication,success,10.0.121.59,
ddef1e4d-8570-4aea-b428-d884bc0857d2,2025-11-01T12:49:44.233110,app02,vihaan.sharma,authentication,success,10.0.122.212,
152ac3a9-ddbc-4142-b788-203522c72324,2025-11-01T18:06:46.233110,app02,ishaan.reddy,authentication,failure,192.168.164.56,
96386e75-007a-475f-a8f9-014d81899f4f,2025-11-04T19:12:30.233110,app02,ishaan.khan,authentication,success,10.0.6.234,
272bd97b-237d-42c3-99a3-50a1dac5c3bf,2025-11-04T01:56:33.233110,db01,arjun.reddy,sudo,success,10.0.6.106,command=apt update
7b852750-9b3d-468f-9359-99789dee1242,2025-10-30T01:31:29.233110,app02,arjun.sharma,authentication,success,10.0.147.26,
9cbe0317-48f7-424d-889c-dc382d61a1f7,2025-10-30T03:38:17.233110,auth01,saanvi.kumar,authentication,success,10.0.48.188,
d771c5f1-9468-4a8f-8e97-134492fe7894,2025-10-31T11:17:07.233110,db01,sneha.khan,authentication,success,10.0.185.177,
22f6176d-f770-484c-baaf-469f602c36f7,2025-11-04T19:48:00.233110,web01,rohan.reddy,authentication,success,10.0.252.219,
471c14e1-fb50-47dd-85ff-7285a9c23ec4,2025-11-02T06:14:19.233110,auth01,arjun.patel,authentication,success,10.0.22.250,
d348a70a-fa0f-4765-a44c-422271f78e62,2025-10-30T00:52:30.233110,app02,vihaan.singh,authentication,success,10.0.216.79,
52f5e882-9486-4db0-aeda-1ff456c7de04,2025-10-29T15:40:57.233110,app02,ishaan.iyer,authentication,success,10.0.188.189,
06e85265-29e8-4393-bc12-72589de47be7,2025-11-01T18:58:33.233110,app02,rohan.singh,authentication,failure,192.168.79.247,
b7ef8810-1084-4483-b28a-59e971688d07,2025-10-30T02:29:18.233110,vm-ubuntu-1,ishaan.patel,authentication,success,10.0.165.169,
ea17a5ba-584b-4045-9ecb-bec305a076cb,2025-11-02T09:03:53.233110,vm-ubuntu-1,priya.iyer,authentication,success,10.0.245.116,
8f6c64ed-798d-4059-b3a2-ae245e76d5d5,2025-10-29T14:54:26.233110,vm-ubuntu-1,priya.singh,authentication,success,10.0.141.211,
c722e8a6-a0fe-4c2a-9964-488f036186b6,2025-11-01T06:04:50.233110,auth01,rohan.kumar,authentication,failure,10.0.135.103,
e42ecb76-63d5-48cb-bd7e-9b92b8d48b9c,2025-11-04T08:36:07.233110,vm-ubuntu-1,sneha.iyer,authentication,success,10.0.191.36,
5e988a31-4d7b-48d7-afff-080d1697a19e,2025-10-30T16:04:31.233110,auth01,saanvi.iyer,authentication,success,10.0.203.45,
6a330997-62fa-4275-b1c3-c72178881926,2025-10-29T15:32:12.233110,web01,ananya.reddy,authentication,success,10.0.26.184,
7dc7c8f7-cfdb-432e-88da-ccb366d2cd6d,2025-11-03T15:53:26.233110,db01,ishaan.kumar,authentication,success,10.0.236.10,
